source	translation	status	notes
Reserve a percentage of your mana to enhance your party's Attack and Accuracy.\nThe enhancement equals a flat %s plus an additional 1 point for every 2 caster levels, increased by %s%% per skill level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 공격과 정확도를 높입니다.\n효과는 기본 %s에 시전자 레벨 2마다 1점이 추가되며, 기술 레벨당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to enhance your party's Body Resistance and Might by %s.\nYou get an additional 1 point for every 2 caster levels, increased by %s%% per skill level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 육체 저항과 힘을 %s만큼 높입니다.\n시전자 레벨 2마다 1점이 추가되며, 기술 레벨당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to enhance your party's Earth Resistance and Endurance by %s.\nYou get an additional 1 point for every 2 caster levels, increased by %s%% per skill level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 대지 저항과 지구력을 %s만큼 높입니다.\n시전자 레벨 2마다 1점이 추가되며, 기술 레벨당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to enhance your party's Fire Resistance and Intellect by %s.\nYou get an additional 1 point for every 2 caster levels, increased by %s%% per skill level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 화염 저항과 지력을 %s만큼 높입니다.\n시전자 레벨 2마다 1점이 추가되며, 기술 레벨당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to enhance your party's Mind Resistance and Personality by %s.\nYou get an additional 1 point for every 2 caster levels, increased by %s%% per skill level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 정신 저항과 인격을 %s만큼 높입니다.\n시전자 레벨 2마다 1점이 추가되며, 기술 레벨당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to enhance your party's Water Resistance and Luck by %s.\nYou get an additional 1 point for every 2 caster levels, increased by %s%% per skill level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 물 저항과 행운을 %s만큼 높입니다.\n시전자 레벨 2마다 1점이 추가되며, 기술 레벨당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase critical chance of your party by %s%% plus %s%% per Skill Level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 치명타 확률을 %s%% 높이고, 기술 레벨당 %s%%를 추가로 높여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase spell damage of your party by %s%% plus %s%% per Skill Level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 주문 피해를 %s%% 높이고, 기술 레벨당 %s%%를 추가로 높여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase your party health regen.\nRegen depends on the health pool, caster level and it's increased by %s%% per skill point, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 생명력 재생을 높입니다.\n재생량은 최대 생명력과 시전자 레벨에 따라 달라지며, 기술 포인트당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase your party mana regen.\nRegen depends on the mana pool, caster level and it's increased by %s%% per skill point, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 마나 재생을 높입니다.\n재생량은 최대 마나와 시전자 레벨에 따라 달라지며, 기술 포인트당 %s%%씩 증가하여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase your party melee damage by %s%% plus %s%% per Skill Level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 근접 피해를 %s%% 높이고, 기술 레벨당 %s%%를 추가로 높여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase your party Recovery speed by %s%% plus %s%% per Skill Level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 회복 속도를 %s%% 높이고, 기술 레벨당 %s%%를 추가로 높여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increase your party unarmed damage by %s%% plus %s%% per Skill Level, up to double bonus.\nStaves with GM skill and Unarmed is considered as unarmed as well.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티의 맨손 피해를 %s%% 높이고, 기술 레벨당 %s%%를 추가로 높여 최대 두 배의 보너스를 받습니다.\n지팡이 기술이 그랜드마스터이고 맨손 전투를 함께 사용하는 경우도 맨손으로 간주합니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to increases all seven stats on all your characters by %s.\nWhile the base effects remain consistent, each additional 3 levels in Light Magic will enhance the effects equivalently to only 2 levels.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 모든 캐릭터의 일곱 능력치를 %s만큼 높입니다.\n기본 효과는 그대로 유지되며, 빛 마법 레벨이 추가로 3 오를 때마다 효과는 2레벨분만큼 증가합니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to reduce any incoming magic damage to your party by %s%% plus %s%% per Skill Level, up to double bonus.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 파티가 받는 모든 마법 피해를 %s%% 줄이고, 기술 레벨당 %s%%를 추가로 줄여 최대 두 배의 보너스를 받습니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana to simultaneously casts Haste, Shield, Stone Skin, and Fate on all your characters.\nWhile the base effects remain consistent, each additional 3 levels in Light Magic will enhance the effects equivalently to only 2 levels.\nThis effect remains active until deactivated or lose consciousness.	마나의 일정 비율을 점유해 모든 캐릭터에게 가속, 방패, 돌가죽, 운명을 동시에 시전합니다.\n기본 효과는 그대로 유지되며, 빛 마법 레벨이 추가로 3 오를 때마다 효과는 2레벨분만큼 증가합니다.\n이 효과는 해제하거나 의식을 잃을 때까지 유지됩니다.	translated	주문 설명
Reserve a percentage of your mana.\nWhen a monster hits a character with Pain Reflection active, the monster takes damage equal to what it inflicted on the character.	마나의 일정 비율을 점유합니다.\n고통 반사가 활성화된 캐릭터를 몬스터가 공격하면, 몬스터는 그 캐릭터에게 준 피해와 같은 양의 피해를 받습니다.	translated	주문 설명
