source	translation	status	notes
%d+		excluded	정규식 숫자 패턴; 표시 문자열 아님
%%d		excluded	런타임 format 자리표시자 템플릿; 표시 문자열 아님
%lu		excluded	기존 NPC 텍스트 자리표시자 치환용; 표시 문자열 아님
Spell		excluded	테이블 열/내부 키로만 사용
Invisible		excluded	ObjList/이벤트 구조 필드; 표시 문자열 아님
Skill		excluded	테이블 열/내부 키로만 사용
SpellPointsExpert		excluded	Spells2 구조 필드
SpellPointsGM		excluded	Spells2 구조 필드
SpellPointsMaster		excluded	Spells2 구조 필드
SpellPointsNormal		excluded	Spells2 구조 필드
Earth		excluded	클래스/오브젝트 구조 및 내부 조회값; 표시명은 기존 MMMerge 데이터에서 별도 처리
Water		excluded	클래스/오브젝트 구조 및 내부 조회값; 표시명은 기존 MMMerge 데이터에서 별도 처리
Halberd		excluded	ObjList/무기 판정 구조값; 아이템 표시명과 별도
