source	translation	status	notes
Recipes:\nAdd Red: Pure Elemental Resistance\nAdd Blue: Divine Resistance\nAdd Yellow: Pure Self Resistance	조합법:\n빨강 추가: 순수 원소 저항\n파랑 추가: 신성 저항\n노랑 추가: 순수 자기 저항	translated	물약 조합법
Recipes:\nAdd Red: Pure Power\nAdd Blue: Pure Wisdom\nAdd Yellow: Pure Resilience	조합법:\n빨강 추가: 순수한 힘\n파랑 추가: 순수한 지혜\n노랑 추가: 순수한 회복력	translated	물약 조합법
Recipes:\nAdd Red: Twilight\nAdd Blue: Dawn\nAdd Yellow: Trascendance	조합법:\n빨강 추가: 황혼\n파랑 추가: 새벽\n노랑 추가: 초월	translated	물약 조합법
Regenerates Health for 6 hours.	6시간 동안 생명력을 재생합니다.	translated	물약 효과 툴팁
Removes and prevents all conditions, except Dead and Eradication, for 6 hours.\nRequire 40 power to work.\n	죽음과 소멸을 제외한 모든 상태 이상을 제거하고 6시간 동안 방지합니다.\n작동하려면 위력 40이 필요합니다.\n	translated	물약 효과 툴팁
Temporarily increases by 10+(1 x Power) Endurance, Speed and Luck for 6 hours.	6시간 동안 인내력, 속도, 행운이 10 + (1 × 위력)만큼 증가합니다.	translated	물약 효과 툴팁
Temporarily increases by 10+(1 x Power) Intellect and Personality for 6 hours.	6시간 동안 지능과 성격이 10 + (1 × 위력)만큼 증가합니다.	translated	물약 효과 툴팁
Temporarily increases by 10+(1 x Power) Might and Accuracy for 6 hours.	6시간 동안 힘과 정확도가 10 + (1 × 위력)만큼 증가합니다.	translated	물약 효과 툴팁
Grants bonus to Meditation skill for 6 hours.	6시간 동안 명상 기술에 보너스를 부여합니다.	translated	물약 효과 툴팁
Grant 5 +1 per 10 potion power charges of Magic Protection (as the spell) for 6 hours.\nFrom 50 power on will protect also from death and eradication.\n	6시간 동안 마법 보호(주문과 동일) 효과를 5 + 물약 위력 10당 1만큼 부여합니다.\n위력 50 이상이면 죽음과 소멸도 방지합니다.\n	translated	물약 효과 툴팁
Grants Preservation and Shield (as the spell) for 6 Hours\nRequire 20 power to work.\n	6시간 동안 보존과 방패(주문과 동일) 효과를 부여합니다.\n작동하려면 위력 20이 필요합니다.\n	translated	물약 효과 툴팁
Restores based on the potion's power of spell points.	물약의 위력에 따라 주문력을 회복합니다.	translated	물약 효과 툴팁
