id	category	source	file	line	patchable	reason	context
maw-85e89559c2d7	table	BackElfM	Data/Tables/Character portraits.txt	36	no	table_schema_structural	"34	0	0	34	0	x	29	34	0	0	BackElfM	pc34bod	none	pc34LHo	pc34LHu	pc34LHu	pc34RHb	none	pc34lhu	pc34RHd	pc34RHu	pc34-	0	0	1571	7	Elf M2"
maw-7d5316db0443	table	Elf M2	Data/Tables/Character portraits.txt	36	no	table_schema_structural	"34	0	0	34	0	x	29	34	0	0	BackElfM	pc34bod	none	pc34LHo	pc34LHu	pc34LHu	pc34RHb	none	pc34lhu	pc34RHd	pc34RHu	pc34-	0	0	1571	7	Elf M2"
maw-a396e10e9158	table	MM6 man 1	Data/Tables/Character portraits.txt	39	no	table_schema_structural	"37	0	16	37	0	x	29	34	0	0	6backdol	mlabod	none	malealho	malealhu	malealhu	malearhb	none	malealhu	malearhd	malearhu	malea	0	0	1575	0	MM6 man 1"
maw-062bd4c9564c	table	MM6 girl 1	Data/Tables/Character portraits.txt	40	no	table_schema_structural	"38	1	4	38	1	x	60	47	0	0	6backdol	grlabod	none	grlalhd	grlalhu	grlalho	grlarhb	none	grlalhu	grlarhd	grlarhu	girla	0	0	1579	0	MM6 girl 1"
maw-6a019f87776f	table	MM6 man 2	Data/Tables/Character portraits.txt	41	no	table_schema_structural	"39	0	16	39	0	x	30	33	0	0	6backdol	mlbbod	none	maleblho	maleblhu	maleblhu	malebrhb	none	maleblhu	malebrhd	malebrhu	maleb	0	0	1576	0	MM6 man 2"
maw-ec17694ee2a8	table	MM6 girl 2	Data/Tables/Character portraits.txt	42	no	table_schema_structural	"40	1	4	40	1	x	60	47	0	0	6backdol	grlbbod	none	grlblhd	grlblhu	grlblho	grlbrhb	none	grlblhu	grlbrhd	grlbrhu	girlb	0	0	1582	0	MM6 girl 2"
maw-e0392cfaef5d	table	MM6 man 3	Data/Tables/Character portraits.txt	43	no	table_schema_structural	"41	0	16	41	0	x	29	34	0	0	6backdol	mlcbod	none	maleclho	maleclhu	maleclhu	malecrhb	none	maleclhu	malecrhd	malecrhu	malec	0	0	1577	0	MM6 man 3"
maw-d0d6f9d10ebe	table	MM6 girl 3	Data/Tables/Character portraits.txt	44	no	table_schema_structural	"42	1	4	42	1	x	60	47	0	0	6backdol	grlcbod	none	grlclhd	grlclhu	grlclho	grlcrhb	none	grlclhu	grlcrhd	grlcrhu	girlc	0	0	1580	0	MM6 girl 3"
maw-ae7bd60c8255	table	MM6 man 4	Data/Tables/Character portraits.txt	45	no	table_schema_structural	"43	0	16	43	0	x	29	34	0	0	6backdol	mlhbod	none	malehlho	malehlhu	malehlhu	malehrhb	none	malehlhu	malehrhd	malehrhu	maleh	0	0	1578	0	MM6 man 4"
maw-560d044c830d	table	MM6 girl 4	Data/Tables/Character portraits.txt	46	no	table_schema_structural	"44	1	4	44	1	x	60	47	0	0	6backdol	grldbod	none	grldlhd	grldlhu	grldlho	grldrhb	none	grldlhu	grldrhd	grldrhu	girld	0	0	1581	0	MM6 girl 4"
maw-71c6b9b159d5	table	MM6 man 5	Data/Tables/Character portraits.txt	47	no	table_schema_structural	"45	0	16	45	0	x	29	34	0	0	6backdol	mldbod	none	maledlho	maledlhu	maledlhu	maledrhb	none	maledlhu	maledrhd	maledrhu	maled	0	0	1583	0	MM6 man 5"
maw-04694554aa08	table	MM6 man 6	Data/Tables/Character portraits.txt	48	no	table_schema_structural	"46	0	16	46	0	x	29	34	0	0	6backdol	mlebod	none	maleelho	maleelhu	maleelhu	maleerhb	none	maleelhu	maleerhd	maleerhu	malee	0	0	1584	0	MM6 man 6"
maw-c249817f663f	table	MM6 man 7	Data/Tables/Character portraits.txt	49	no	table_schema_structural	"47	0	16	47	0	x	29	34	0	0	6backdol	mlfbod	none	maleflho	maleflhu	maleflhu	malefrhb	none	maleflhu	malefrhd	malefrhu	malef	0	0	1585	0	MM6 man 7"
maw-da963665b5bb	table	MM6 man 8	Data/Tables/Character portraits.txt	50	no	table_schema_structural	"48	0	16	48	0	x	29	34	0	0	6backdol	mlgbod	none	maleglho	maleglhu	maleglhu	malegrhb	none	maleglhu	malegrhd	malegrhu	maleg	0	0	1586	0	MM6 man 8"
maw-689636287300	table	MM7 man 1	Data/Tables/Character portraits.txt	51	no	table_schema_structural	"49	0	16	49	0	x	29	34	0	0	7backdoll	7pc01bod	none	7pc01LHo	7pc01LHu	7pc01LHd	7pc01rhb	none	7pc01lhu	7pc01rhd	7pc01rhu	7pc01-	0	0	7001	0	MM7 man 1"
maw-19646b58f0bf	table	MM7 girl 1	Data/Tables/Character portraits.txt	52	no	table_schema_structural	"50	1	4	50	1	x	60	47	0	0	7backdoll	7pc05bod	none	7pc05LHd	7pc05LHu	7pc05LHo	7pc05RHb	none	7pc05lhu	7pc05RHd	7pc05RHu	7pc05-	0	0	7005	0	MM7 girl 1"
maw-e4e863324059	table	MM7 man 2	Data/Tables/Character portraits.txt	53	no	table_schema_structural	"51	0	16	51	0	x	29	34	0	0	7backdoll	7pc02bod	none	7pc02LHo	7pc02LHu	7pc02LHd	7pc02rhb	none	7pc02lhu	7pc02rhd	7pc02rhu	7pc02-	0	0	7002	0	MM7 man 2"
maw-b6f2c54c2309	table	MM7 girl 3	Data/Tables/Character portraits.txt	54	no	table_schema_structural	"52	1	4	52	1	x	60	47	0	0	7backdoll	7pc07bod	none	7pc07LHd	7pc07LHu	7pc07LHo	7pc07RHb	none	7pc07lhu	7pc07RHd	7pc07RHu	7pc07-	0	0	7007	0	MM7 girl 3"
maw-0fb115615240	table	MM7 man 4	Data/Tables/Character portraits.txt	55	no	table_schema_structural	"53	0	16	53	0	x	29	34	0	0	7backdoll	7pc04bod	none	7pc04LHo	7pc04LHu	7pc04LHd	7pc04rhb	none	7pc04lhu	7pc04rhd	7pc04rhu	7pc04-	0	0	7004	0	MM7 man 4"
maw-631f759b4978	table	MM7 girl 4	Data/Tables/Character portraits.txt	56	no	table_schema_structural	"54	1	4	54	1	x	60	47	0	0	7backdoll	7pc08bod	none	7pc08LHd	7pc08LHu	7pc08LHo	7pc08RHb	none	7pc08lhu	7pc08RHd	7pc08RHu	7pc08-	0	0	7008	0	MM7 girl 4"
maw-a8e5dbcce12d	table	MM7 Mgob 1	Data/Tables/Character portraits.txt	57	no	table_schema_structural	"55	0	30	55	0	x	29	34	0	0	backdol3	7pc17bod	none	7pc17LHo	7pc17LHu	7pc17LHd	7pc17rhb	none	7pc17lhu	7pc17rhd	7pc17rhu	7pc17-	0	0	7017	8	MM7 Mgob 1"
maw-9b44df1a52d0	table	MM7 Fgob 1	Data/Tables/Character portraits.txt	58	no	table_schema_structural	"56	1	34	56	1	x	60	47	0	0	backdol3	7pc19bod	none	7pc19LHd	7pc19LHu	7pc19LHo	7pc19RHb	none	7pc19lhu	7pc19RHd	7pc19RHu	7pc19-	0	0	7019	8	MM7 Fgob 1"
maw-9d3283879c8d	table	MM7 Mgob 2	Data/Tables/Character portraits.txt	59	no	table_schema_structural	"57	0	30	57	0	x	29	34	0	0	backdol3	7pc18bod	none	7pc18LHo	7pc18LHu	7pc18LHd	7pc18rhb	none	7pc18lhu	7pc18rhd	7pc18rhu	7pc18-	0	0	7018	8	MM7 Mgob 2"
maw-5eda689f09b9	table	MM7 Fgob 2	Data/Tables/Character portraits.txt	60	no	table_schema_structural	"58	1	34	58	1	x	60	47	0	0	backdol3	7pc20bod	none	7pc20LHd	7pc20LHu	7pc20LHo	7pc20RHb	none	7pc20lhu	7pc20RHd	7pc20RHu	7pc20-	0	0	7020	8	MM7 Fgob 2"
maw-6351d3abd7e9	table	Zombie M (conditional portrait)	Data/Tables/Character portraits.txt	61	no	table_schema_structural	"59	0	16	59	0	-	30	33	0	0	backdolm	7pc24bod	none	7pc24LHo	7pc24LHu	7pc24LHd	7pc24rhb	none	7pc24lhu	7pc24rhd	7pc24rhu	7pc24-	0	0	7025	10	Zombie M (conditional portrait)"
maw-262bebfe470f	table	Zombie F (conditional portrait)	Data/Tables/Character portraits.txt	62	no	table_schema_structural	"60	1	16	60	1	-	60	47	0	0	backdoll	7pc25bod	none	7pc25LHd	7pc25LHu	7pc25LHo	7pc25RHb	none	7pc25lhu	7pc25RHd	7pc25RHu	7pc25-	0	0	7026	10	Zombie F (conditional portrait)"
maw-b5bd4b46faf1	table	Dwarf M 1	Data/Tables/Character portraits.txt	63	no	table_schema_structural	"61	4	16	61	0	x	43	43	2	1	7backdoll	7pc13bod	7pc13brd	7pc13LHd	7pc13LHu	7pc13LHo	7pc13RHb	none	7pc13lhu	7pc13RHd	7pc13RHu	7pc13-	0	0	7021	9	Dwarf M 1"
maw-ad64165272dd	table	Dwarf M 2	Data/Tables/Character portraits.txt	64	no	table_schema_structural	"62	4	16	62	0	x	43	43	1	2	7backdoll	7pc14bod	7pc14brd	7pc14LHd	7pc14LHu	7pc14LHo	7pc14RHb	none	7pc14lhu	7pc14RHd	7pc14RHu	7pc14-	0	0	7022	9	Dwarf M 2"
maw-1a7cd4c3758d	table	Dwarf F 1	Data/Tables/Character portraits.txt	65	no	table_schema_structural	"63	4	16	63	1	x	43	43	0	0	7backdoll	7pc15bod	7pc15brd	7pc15LHd	7pc15LHu	7pc15LHo	7pc15RHb	none	7pc15lhu	7pc15RHd	7pc15RHu	7pc15-	0	0	7023	9	Dwarf F 1"
maw-b6fdcc9917db	table	Dwarf F 2	Data/Tables/Character portraits.txt	66	no	table_schema_structural	"64	4	16	64	1	x	43	43	0	0	7backdoll	7pc16bod	7pc16brd	7pc16LHd	7pc16LHu	7pc16LHo	7pc16RHb	none	7pc16lhu	7pc16RHd	7pc16RHu	7pc16-	0	0	7024	9	Dwarf F 2"
maw-e559b2346209	table	Lich dwarf male	Data/Tables/Character portraits.txt	67	no	table_schema_structural	"65	4	45	26	0	-	43	43	0	0	7backdoll	7pc21bod	7pc21brd	7pc21LHd	7pc21LHu	7pc21LHo	7pc21RHb	none	7pc21lhu	7pc21RHd	7pc21RHu	pc27-	0	0	1038	6	Lich dwarf male"
maw-1cc1e7d3531c	table	Lich dwarf female	Data/Tables/Character portraits.txt	68	no	table_schema_structural	"66	4	45	27	1	-	43	43	0	0	7backdoll	7pc22bod	7pc22brd	7pc22LHd	7pc22LHu	7pc22LHo	7pc22RHb	none	7pc22lhu	7pc22RHd	7pc22RHu	pc28-	0	0	439	6	Lich dwarf female"
maw-fb688c20ef0b	table	Lich Dragon	Data/Tables/Character portraits.txt	69	no	table_schema_structural	"67	5	10	28	0	-	0	0	0	0	pc37bod	pc37bod	none	none	none	none	none	none	none	none	none	pc37-	0	137	8037	5	Lich Dragon"
maw-1d0ee4e00c3b	table	Dragon Ghost (conditional portrait)	Data/Tables/Character portraits.txt	70	no	table_schema_structural	"68	5	10	65	0	-	0	0	0	0	pc38bod	pc38bod	none	none	none	none	none	none	none	none	none	pc38-	0	137	8038	5	Dragon Ghost (conditional portrait)"
maw-594b7279f529	table	LMin-	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-0cf2bf327398	table	LMinbod	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-aaa379a74152	table	LMinLhd	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-cea52c92147e	table	LMinlho	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-691c6ca9f255	table	LMinlhu	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-691c6ca9f255	table	LMinlhu	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-8904ac8755ea	table	LMinrhb	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-dce6bad1b561	table	LMinrhd	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-e4c70988ed3f	table	LMinrhu	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-9e35a2ab6d63	table	Minotaur Lich	Data/Tables/Character portraits.txt	71	no	table_schema_structural	"69	2	45	67	0	-	48	54	0	0	backdol3	LMinbod	none	LMinLhd	LMinlhu	LMinlho	LMinrhb	none	LMinlhu	LMinrhd	LMinrhu	LMin-	0	0	7030	3	Minotaur Lich"
maw-b84834332949	table	Minotaur zombie (conditional portrait)	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-6cc78ff1902f	table	ZMin-	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-5d3a349ec985	table	ZMinbod	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-25733a989995	table	ZMinLhd	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-11da181aeb9e	table	ZMinlho	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-488b6e212fbd	table	ZMinlhu	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-488b6e212fbd	table	ZMinlhu	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-22d6782cd56e	table	ZMinrhb	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-972489b6cb43	table	ZMinrhd	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-253c32d7e751	table	ZMinrhu	Data/Tables/Character portraits.txt	72	no	table_schema_structural	"70	2	16	59	0	-	48	54	0	0	backdol3	ZMinbod	none	ZMinLhd	ZMinlhu	ZMinlho	ZMinrhb	none	ZMinlhu	ZMinrhd	ZMinrhu	ZMin-	0	0	7029	3	Minotaur zombie (conditional portrait)"
maw-894a0c91c2ce	table	Black dragon	Data/Tables/Character portraits.txt	73	no	table_schema_structural	"71	5	10	25	0	-	0	0	0	0	pc39bod	pc39bod	none	none	none	none	none	none	none	none	none	pc39-	0	137	8039	5	Black dragon"
maw-eb0755f64902	table	Dwarf zombie (conditional portrait)	Data/Tables/Character portraits.txt	74	no	table_schema_structural	"72	4	16	59	0	-	31	46	0	0	7backdoll	dzmalbod	none	dzmalLHo	dzmalLHu	dzmalLHd	dzmalrhb	none	dzmallhu	dzmalrhd	dzmalrhu	7pc24-	0	0	7025	10	Dwarf zombie (conditional portrait)"
maw-eb0755f64902	table	Dwarf zombie (conditional portrait)	Data/Tables/Character portraits.txt	75	no	table_schema_structural	"73	4	16	60	1	-	43	43	0	0	7backdoll	dzfembod	none	dzfemLHd	dzfemLHu	dzfemLHo	dzfemRHb	none	dzfemlhu	dzfemRHd	dzfemRHu	7pc25-	0	0	7026	10	Dwarf zombie (conditional portrait)"
maw-8da8d6dd5ab4	table	Gold Dragon	Data/Tables/Character portraits.txt	76	no	table_schema_structural	"74	5	10	24	0	-	0	0	0	0	pc40bod	pc40bod	none	none	none	none	none	none	none	none	none	pc40-	0	137	8040	5	Gold Dragon"
maw-5618f8268acd	table	Lich Troll 1	Data/Tables/Character portraits.txt	77	no	table_schema_structural	"75	3	38	72	0	-	41	51	0	0	backdol4	pc41bod	none	pc41LHd	pc41LHu	pc41LHo	pc41RHb	pc07lwp1	pc41lhu	pc41RHd	pc41RHu	pc41-	0	0	8041	6	Lich Troll 1"
maw-0bdf28638a65	table	Zombie Troll 1	Data/Tables/Character portraits.txt	78	no	table_schema_structural	"76	3	56	59	0	x	43	43	0	0	backdol4	pc42bod	none	pc42LHd	pc42LHu	pc42LHo	pc42RHb	pc07lwp1	pc42lhu	pc42RHd	pc42RHu	pc42-	0	0	8042	4	Zombie Troll 1"
